Frequency (MHz),trace_0,trace_1,trace_2,trace_3,trace_4,trace_5,trace_6,trace_7,trace_8,trace_9,SK_cal,combined_clean
300.550001527782,-172.6988983154297,-172.92295837402344,-172.8476104736328,-172.92123413085938,-172.847900390625,-172.88302612304688,-173.05784606933594,-172.75491333007812,-172.996337890625,-172.86590576171875,0.9927479750299757,1.0
300.6000016666713,-172.90126037597656,-172.92201232910156,-172.9629669189453,-172.9149169921875,-172.7188262939453,-172.89674377441406,-172.8555450439453,-173.02554321289062,-172.88941955566406,-172.9930877685547,1.0382428028859034,1.0
300.6500018055606,-172.88494873046875,-172.76605224609375,-172.75942993164062,-172.96986389160156,-172.68185424804688,-172.96986389160156,-172.89442443847656,-172.8380584716797,-172.87828063964844,-172.9855499267578,1.0718586288087617,1.0
300.70000194444987,-172.8149871826172,-172.77783203125,-172.8055419921875,-172.90084838867188,-172.75010681152344,-172.81394958496094,-172.85105895996094,-172.97036743164062,-172.90640258789062,-172.8902130126953,1.0401537567679389,1.0
300.7500020833391,-172.83865356445312,-172.76480102539062,-172.82269287109375,-172.93511962890625,-172.74847412109375,-172.782470703125,-172.6023406982422,-172.8311309814453,-172.89759826660156,-172.75148010253906,0.9988172689411239,1.0
300.8000022222284,-172.6190643310547,-172.78802490234375,-172.99972534179688,-172.81285095214844,-172.7584686279297,-173.0338592529297,-172.76605224609375,-172.85128784179688,-172.82879638671875,-172.74679565429688,1.0550041857225747,1.0
300.8533357037103,-172.77597045898438,-172.8525390625,-172.8758544921875,-172.71530151367188,-172.93580627441406,-172.88162231445312,-172.93536376953125,-172.90438842773438,-173.08279418945312,-172.94639587402344,1.0123796408451005,1.0
300.9033358425996,-172.78697204589844,-172.8276824951172,-173.0587615966797,-172.93113708496094,-172.70594787597656,-173.0664520263672,-172.88992309570312,-172.7733917236328,-172.868408203125,-172.79486083984375,0.994629921628399,1.0
300.95333598148886,-172.9683074951172,-172.8898468017578,-172.7658233642578,-172.90167236328125,-172.99151611328125,-172.8161163330078,-172.67747497558594,-172.85018920898438,-172.9580078125,-172.89364624023438,0.9725078723454191,1.0
301.0033361203781,-172.6735382080078,-173.06008911132812,-172.85789489746094,-172.8607635498047,-172.73324584960938,-172.8583984375,-172.66847229003906,-172.9271697998047,-172.96168518066406,-173.04656982421875,1.0217935250893657,1.0
301.0533362592674,-172.8075714111328,-172.78184509277344,-172.8340301513672,-172.98388671875,-172.9556427001953,-173.00022888183594,-172.761474609375,-173.06829833984375,-172.9884796142578,-172.72976684570312,0.9773235398627681,1.0
301.10333639815667,-172.7379150390625,-172.97293090820312,-172.9167938232422,-172.6590576171875,-172.7910614013672,-172.934814453125,-172.84326171875,-172.8068084716797,-172.97561645507812,-172.9594268798828,0.980591787795169,1.0
301.15333653704596,-172.7481231689453,-172.7979278564453,-172.9636688232422,-172.9434356689453,-173.05552673339844,-172.93093872070312,-172.7069091796875,-173.0037078857422,-172.92361450195312,-172.7335968017578,1.0210621653663927,1.0
301.2033366759352,-172.78977966308594,-172.93922424316406,-172.8257598876953,-172.75686645507812,-172.6948699951172,-172.71798706054688,-172.75904846191406,-172.62881469726562,-172.7216339111328,-172.8362274169922,0.9840039661833342,1.0
301.2533368148245,-172.6544952392578,-172.9649200439453,-172.83287048339844,-172.8681182861328,-172.86434936523438,-172.81610107421875,-172.62339782714844,-172.90606689453125,-172.89346313476562,-172.88185119628906,1.0331304888486614,1.0
301.30333695371377,-172.77015686035156,-172.80044555664062,-172.94847106933594,-172.8321533203125,-172.82675170898438,-172.70004272460938,-172.78961181640625,-172.9099578857422,-172.87631225585938,-172.78147888183594,0.9600919913423538,1.0
301.35333709260306,-172.794189453125,-172.6904754638672,-172.91693115234375,-172.97357177734375,-172.93609619140625,-172.8714599609375,-172.9149169921875,-172.98898315429688,-172.6703338623047,-172.715576171875,0.9848843521782042,1.0
301.4033372314923,-172.70425415039062,-172.9080810546875,-172.8960418701172,-172.8539581298828,-172.74095153808594,-172.84629821777344,-172.81442260742188,-172.78688049316406,-172.84130859375,-172.9011993408203,0.9984350543479192,1.0
301.4533373703816,-172.7073211669922,-172.8838348388672,-172.9769744873047,-172.68763732910156,-172.74559020996094,-172.70558166503906,-172.53298950195312,-172.99783325195312,-172.81898498535156,-172.75169372558594,0.9844572386856393,1.0
301.50333750927086,-172.72044372558594,-172.78199768066406,-172.79893493652344,-172.89334106445312,-172.86891174316406,-173.00042724609375,-172.74253845214844,-172.71038818359375,-172.841552734375,-172.8257598876953,0.9869421670734524,1.0
301.55333764816015,-172.63665771484375,-172.8045654296875,-172.96197509765625,-172.9040069580078,-172.6927032470703,-172.9468994140625,-172.9048614501953,-172.99913024902344,-172.94161987304688,-172.77552795410156,1.0147663664473578,1.0
301.60667112964205,-172.7657928466797,-172.9098663330078,-172.95326232910156,-172.71463012695312,-172.74752807617188,-172.80384826660156,-172.804443359375,-172.83816528320312,-172.90399169921875,-172.8915252685547,0.9614583554333163,1.0
301.6566712685313,-172.808349609375,-172.9203338623047,-172.92774963378906,-172.69085693359375,-172.75991821289062,-172.7882537841797,-172.74478149414062,-172.7972869873047,-172.83726501464844,-172.85362243652344,1.0018405640288157,1.0
301.7066714074206,-172.5640869140625,-172.73715209960938,-172.85841369628906,-172.81015014648438,-172.79061889648438,-172.8449249267578,-172.870361328125,-172.842529296875,-172.8670196533203,-172.7501220703125,0.9627984319237111,1.0
301.75667154630986,-172.73269653320312,-172.9154052734375,-172.9962158203125,-172.7386016845703,-172.8859100341797,-172.83480834960938,-172.6357421875,-172.72377014160156,-172.8636474609375,-172.78416442871094,1.0024608673858089,1.0
301.80667168519915,-172.60189819335938,-172.77206420898438,-172.99591064453125,-172.95083618164062,-172.77151489257812,-172.82894897460938,-172.7112274169922,-172.95628356933594,-172.79025268554688,-172.7613067626953,1.0248454284017852,1.0
301.8566718240884,-172.86729431152344,-172.86502075195312,-172.8516387939453,-172.86669921875,-172.8068389892578,-172.7703094482422,-172.79269409179688,-172.68032836914062,-172.7601776123047,-172.6519012451172,1.0119979223875202,1.0
301.90667196297767,-172.6781768798828,-172.72450256347656,-172.86392211914062,-172.90475463867188,-172.88876342773438,-172.85606384277344,-172.71917724609375,-172.77603149414062,-172.64254760742188,-172.93267822265625,1.0103053609381418,1.0
301.95667210186696,-172.6737823486328,-172.86163330078125,-172.7352752685547,-172.65077209472656,-172.5878143310547,-172.81153869628906,-172.84970092773438,-172.72218322753906,-172.86557006835938,-172.88763427734375,0.9929546451733539,1.0
302.00667224075625,-172.7896728515625,-172.73362731933594,-172.6490936279297,-172.7909393310547,-172.6166534423828,-172.85379028320312,-172.6821746826172,-172.79698181152344,-172.9044189453125,-172.68222045898438,1.0259770305784728,1.0
302.0566723796455,-172.9281463623047,-172.77638244628906,-172.86190795898438,-172.7602996826172,-172.6819305419922,-173.00906372070312,-172.81031799316406,-172.85716247558594,-172.8018341064453,-172.68247985839844,0.9706419716157899,1.0
302.1100058611274,-172.80117797851562,-172.9130859375,-172.86814880371094,-172.94732666015625,-172.87359619140625,-172.82110595703125,-172.79718017578125,-172.86660766601562,-172.83717346191406,-172.66650390625,0.9941921801006234,1.0
302.16000600001666,-172.5873260498047,-172.68328857421875,-172.80502319335938,-172.8282470703125,-172.88665771484375,-172.98257446289062,-172.68124389648438,-172.88914489746094,-172.8274688720703,-172.92727661132812,1.0365643975032235,1.0
302.21000613890595,-172.83889770507812,-172.7882537841797,-172.85572814941406,-172.8845672607422,-172.85531616210938,-172.71990966796875,-172.58216857910156,-172.81558227539062,-172.83335876464844,-172.7466278076172,0.9908072338631506,1.0
302.26000627779524,-172.5931396484375,-172.49557495117188,-172.5828857421875,-172.6936492919922,-172.53143310546875,-172.68099975585938,-172.57476806640625,-172.6890869140625,-172.7057342529297,-172.78128051757812,1.0471083685504887,1.0
302.3100064166845,-172.5242919921875,-172.89410400390625,-172.7788848876953,-172.83929443359375,-172.58592224121094,-172.88800048828125,-172.66127014160156,-172.71792602539062,-172.7924041748047,-172.7474822998047,0.9718392257322651,1.0
302.36000655557376,-172.55935668945312,-172.78073120117188,-172.69232177734375,-172.8268280029297,-172.72488403320312,-173.01524353027344,-172.5865478515625,-172.9996337890625,-172.85089111328125,-172.60365295410156,1.0319941275796118,1.0
302.41000669446305,-172.5844268798828,-172.9130096435547,-172.9338836669922,-172.8126220703125,-172.7490997314453,-172.86654663085938,-172.53904724121094,-172.80868530273438,-172.9168701171875,-172.69305419921875,1.0189315161257215,1.0
302.46000683335234,-172.59300231933594,-172.70851135253906,-172.76480102539062,-172.83599853515625,-172.91909790039062,-172.92657470703125,-172.62030029296875,-172.71324157714844,-172.76626586914062,-172.74688720703125,0.9819175213544817,1.0
302.5133403148342,-172.70567321777344,-172.78375244140625,-172.7246856689453,-172.7613067626953,-172.89068603515625,-172.6630401611328,-172.7565155029297,-172.6801300048828,-172.80093383789062,-172.66238403320312,1.0515351411817337,1.0
302.56334045372347,-172.62603759765625,-172.8254852294922,-172.6287841796875,-172.7096710205078,-172.66122436523438,-172.7239532470703,-172.96029663085938,-172.9511260986328,-172.7345428466797,-172.7563934326172,1.0263668387112506,1.0
302.61334059261276,-172.6608428955078,-172.77342224121094,-172.7701873779297,-172.84698486328125,-172.65757751464844,-172.75465393066406,-172.52610778808594,-172.78822326660156,-173.0491180419922,-172.75819396972656,1.039118019138608,1.0
302.66334073150205,-172.60694885253906,-172.57115173339844,-172.817626953125,-172.69007873535156,-172.59593200683594,-172.75003051757812,-172.65673828125,-172.69302368164062,-172.7776641845703,-172.70741271972656,0.9782371607032896,1.0
302.71334087039133,-172.72976684570312,-172.89273071289062,-172.72193908691406,-172.91734313964844,-172.77899169921875,-172.6538543701172,-172.83029174804688,-172.83184814453125,-172.87844848632812,-172.66738891601562,1.0132879107153623,1.0
302.76334100928057,-172.63279724121094,-172.60873413085938,-172.80307006835938,-172.93104553222656,-172.75997924804688,-172.7951202392578,-172.83726501464844,-172.89498901367188,-172.8545379638672,-172.833251953125,0.9707183440204286,1.0
302.81334114816985,-172.796875,-172.6647491455078,-172.67431640625,-172.68946838378906,-172.677001953125,-172.84573364257812,-172.75686645507812,-172.6672821044922,-172.83651733398438,-172.69989013671875,1.0263482431131128,1.0
302.86667462965175,-172.65867614746094,-172.52488708496094,-172.7580108642578,-172.80506896972656,-172.61697387695312,-172.86183166503906,-172.794921875,-172.82489013671875,-172.80690002441406,-172.7056121826172,1.0460464406518477,1.0
302.91667476854104,-172.4759063720703,-172.81520080566406,-172.63209533691406,-172.71420288085938,-172.70399475097656,-172.85035705566406,-172.6967315673828,-172.84262084960938,-172.73519897460938,-172.64010620117188,0.9848608053234841,1.0
302.9666749074303,-172.7174530029297,-172.7224884033203,-172.70974731445312,-172.71884155273438,-172.6744842529297,-172.59439086914062,-172.76902770996094,-172.77200317382812,-172.8582000732422,-172.74781799316406,1.000937525114787,1.0
303.01667504631956,-172.60948181152344,-172.63575744628906,-172.7034454345703,-172.82220458984375,-172.7143096923828,-172.61265563964844,-172.5546875,-172.73446655273438,-173.03570556640625,-172.7576446533203,1.0323002295269181,1.0
303.06667518520885,-172.59849548339844,-172.66201782226562,-172.79611206054688,-172.66123962402344,-172.72088623046875,-172.80812072753906,-172.66676330566406,-172.72731018066406,-172.75775146484375,-172.67453002929688,1.0384455428533077,1.0
303.11667532409814,-172.68630981445312,-172.60025024414062,-172.6851348876953,-172.6473388671875,-172.71205139160156,-172.84463500976562,-172.61416625976562,-172.78489685058594,-172.89797973632812,-172.8170623779297,0.9968593558935339,1.0
303.17000880558004,-172.75267028808594,-172.80885314941406,-172.79981994628906,-172.6064910888672,-172.6450653076172,-172.70391845703125,-172.70787048339844,-172.6709747314453,-172.70521545410156,-172.79002380371094,1.024646756080666,1.0
303.22000894446927,-172.7249298095703,-172.7735137939453,-172.5321502685547,-172.67958068847656,-172.63230895996094,-172.62469482421875,-172.73548889160156,-172.7867889404297,-172.85516357421875,-172.7917938232422,1.01695979204834,1.0
303.27000908335856,-172.77479553222656,-172.78309631347656,-172.73765563964844,-172.70068359375,-172.60211181640625,-172.78079223632812,-172.73692321777344,-172.7127227783203,-172.76589965820312,-172.71649169921875,1.0048124387783428,1.0
303.32000922224785,-172.71588134765625,-172.5948486328125,-172.8649139404297,-172.524169921875,-172.6780242919922,-172.75888061523438,-172.5896759033203,-172.82752990722656,-172.56858825683594,-172.7166748046875,1.0150566805609536,1.0
303.37000936113714,-172.46568298339844,-172.78097534179688,-172.5641326904297,-172.7931365966797,-172.6048583984375,-172.63027954101562,-172.9257049560547,-172.59487915039062,-172.79800415039062,-172.8055419921875,1.0190044961058053,1.0
303.42000950002637,-172.7429656982422,-172.87478637695312,-172.7893829345703,-172.57615661621094,-172.8068389892578,-172.73435974121094,-172.5952911376953,-172.65576171875,-172.68572998046875,-172.5781707763672,0.9532228883944063,1.0
303.47334298150827,-172.5071258544922,-172.5936279296875,-172.7401580810547,-172.65296936035156,-172.77499389648438,-172.67149353027344,-172.57139587402344,-172.61483764648438,-172.5220489501953,-172.6533966064453,1.0003884440032502,1.0
303.52334312039756,-172.51730346679688,-172.55191040039062,-172.6044464111328,-172.89532470703125,-172.73028564453125,-172.61793518066406,-172.5110626220703,-172.51087951660156,-172.65689086914062,-172.6040802001953,1.0509032932179623,1.0
303.57334325928684,-172.6383819580078,-172.50604248046875,-172.63278198242188,-172.5227813720703,-172.63316345214844,-172.759521484375,-172.51840209960938,-172.7295684814453,-172.7230224609375,-172.42105102539062,1.0336219571234153,1.0
303.62334339817613,-172.830322265625,-172.8131561279297,-172.40748596191406,-172.63882446289062,-172.64064025878906,-172.61099243164062,-172.6572723388672,-172.6923370361328,-172.60507202148438,-172.6162109375,1.031047619920684,1.0
303.67334353706536,-172.50372314453125,-172.59738159179688,-172.79916381835938,-172.65072631835938,-172.64305114746094,-173.0012969970703,-172.62051391601562,-172.66236877441406,-172.7799835205078,-172.55926513671875,0.9764804567178147,1.0
303.72667701854726,-172.6293487548828,-172.5337677001953,-172.60865783691406,-172.80809020996094,-172.591796875,-172.77182006835938,-172.59095764160156,-172.7351837158203,-172.6405029296875,-172.58883666992188,1.048848011029753,1.0
303.77667715743655,-172.8469696044922,-172.67263793945312,-172.72885131835938,-172.7921905517578,-172.5878143310547,-172.7177734375,-172.5261993408203,-172.81507873535156,-172.80450439453125,-172.55592346191406,1.0047297620875342,1.0
303.82667729632584,-172.60484313964844,-172.46234130859375,-172.70655822753906,-172.6911163330078,-172.74876403808594,-172.66552734375,-172.7861328125,-172.79669189453125,-172.6989288330078,-172.70303344726562,0.9770152951534138,1.0
303.8766774352151,-172.53292846679688,-172.67210388183594,-172.51658630371094,-172.4911651611328,-172.6494140625,-172.6529083251953,-172.68663024902344,-172.76535034179688,-172.63385009765625,-172.4253692626953,1.0263311103604047,1.0
303.92667757410436,-172.71597290039062,-172.59487915039062,-172.58631896972656,-172.50714111328125,-172.59230041503906,-172.70103454589844,-172.70742797851562,-172.64572143554688,-172.59524536132812,-172.63412475585938,0.9869302979729464,1.0
303.98001105558626,-172.47328186035156,-172.63674926757812,-172.6138916015625,-172.5103759765625,-172.607421875,-172.62815856933594,-172.64224243164062,-172.7039794921875,-172.63751220703125,-172.6607666015625,0.9908953195476282,1.0
304.03001119447555,-172.50363159179688,-172.60447692871094,-172.43687438964844,-172.64529418945312,-172.57135009765625,-172.70623779296875,-172.6603240966797,-172.69400024414062,-172.68467712402344,-172.6860809326172,0.9833865353546072,1.0
304.08001133336484,-172.57131958007812,-172.49838256835938,-172.75953674316406,-172.6980438232422,-172.55514526367188,-172.7766571044922,-172.5768280029297,-172.39833068847656,-172.75070190429688,-172.52688598632812,1.0448056515701474,1.0
304.13001147225407,-172.63719177246094,-172.74815368652344,-172.5516815185547,-172.63780212402344,-172.6791534423828,-172.49505615234375,-172.68475341796875,-172.63064575195312,-172.59658813476562,-172.43235778808594,1.0340501570497032,1.0
304.18001161114336,-172.31333923339844,-172.66209411621094,-172.64480590820312,-172.6513671875,-172.67681884765625,-172.54052734375,-172.3706512451172,-172.54940795898438,-172.7488250732422,-172.66639709472656,1.039791675460644,1.0
304.23334509262526,-172.45883178710938,-172.5148468017578,-172.5536346435547,-172.63067626953125,-172.80075073242188,-172.5771484375,-172.61163330078125,-172.75375366210938,-172.7122344970703,-172.59117126464844,0.9759572427746307,1.0
304.28334523151455,-172.52671813964844,-172.6100616455078,-172.5940399169922,-172.63819885253906,-172.5449981689453,-172.73072814941406,-172.40664672851562,-172.5319366455078,-172.5529327392578,-172.56158447265625,1.0298259445950284,1.0
304.33334537040383,-172.6104736328125,-172.71971130371094,-172.6966552734375,-172.7061004638672,-172.5457763671875,-172.6430206298828,-172.57308959960938,-172.73947143554688,-172.59303283691406,-172.55838012695312,1.0425412493354254,1.0
304.38334550929306,-172.68612670898438,-172.5845184326172,-172.56007385253906,-172.4942626953125,-172.48944091796875,-172.53724670410156,-172.60533142089844,-172.46336364746094,-172.7841796875,-172.7176971435547,1.0385456695323345,1.0
304.43667899077496,-172.7007293701172,-172.62274169921875,-172.5207977294922,-172.70103454589844,-172.47244262695312,-172.44700622558594,-172.584228515625,-172.58914184570312,-172.54373168945312,-172.39144897460938,1.0082832804950383,1.0
304.48667912966425,-172.644287109375,-172.3575439453125,-172.47837829589844,-172.52284240722656,-172.50514221191406,-172.53390502929688,-172.51808166503906,-172.50399780273438,-172.74046325683594,-172.4991455078125,1.0070799178944645,1.0
304.53667926855354,-172.8112335205078,-172.59646606445312,-172.7532196044922,-172.8238983154297,-172.3851318359375,-172.65634155273438,-172.6613311767578,-172.52125549316406,-172.67567443847656,-172.57188415527344,1.0089524581715352,1.0
304.5866794074428,-172.66726684570312,-172.58787536621094,-172.42291259765625,-172.7299041748047,-172.43511962890625,-172.58367919921875,-172.7294921875,-172.6415557861328,-172.48687744140625,-172.681884765625,1.040151306532609,1.0
304.63667954633206,-172.40472412109375,-172.37062072753906,-172.3712615966797,-172.36183166503906,-172.3201141357422,-172.38250732421875,-172.43325805664062,-172.42271423339844,-172.52554321289062,-172.30828857421875,0.9698449180092122,1.0
304.69001302781396,-172.50192260742188,-172.582763671875,-172.5264434814453,-172.55325317382812,-172.4801788330078,-172.62522888183594,-172.5705108642578,-172.5087432861328,-172.4939727783203,-172.55052185058594,0.9970522367600249,1.0
304.74001316670325,-172.52549743652344,-172.66893005371094,-172.5011749267578,-172.62208557128906,-172.58425903320312,-172.64541625976562,-172.5723114013672,-172.55116271972656,-172.6865234375,-172.58602905273438,1.0180375126047005,1.0
304.79001330559254,-172.513671875,-172.5574951171875,-172.4540557861328,-172.4808807373047,-172.65892028808594,-172.48397827148438,-172.57347106933594,-172.595703125,-172.52749633789062,-172.46531677246094,0.9935474022829173,1.0
304.84001344448177,-172.7308807373047,-172.53964233398438,-172.478271484375,-172.6269989013672,-172.4451141357422,-172.55853271484375,-172.46585083007812,-172.57212829589844,-172.4643096923828,-172.4845428466797,0.9566111189513835,1.0
304.89334692596367,-172.42379760742188,-172.647705078125,-172.3390350341797,-172.6844024658203,-172.60118103027344,-172.58445739746094,-172.59011840820312,-172.67556762695312,-172.6438446044922,-172.5234375,0.9840658079796363,1.0
304.94334706485296,-172.6103057861328,-172.56248474121094,-172.40855407714844,-172.52285766601562,-172.44532775878906,-172.46177673339844,-172.6108856201172,-172.54415893554688,-172.46717834472656,-172.4835968017578,1.015760696617805,1.0
304.99334720374225,-172.4842071533203,-172.51260375976562,-172.5775604248047,-172.48629760742188,-172.34246826171875,-172.56396484375,-172.3884735107422,-172.68701171875,-172.63803100585938,-172.5100860595703,1.0056547598684118,1.0
305.04334734263153,-172.52139282226562,-172.6399688720703,-172.63131713867188,-172.36016845703125,-172.3969268798828,-172.39620971679688,-172.55758666992188,-172.56829833984375,-172.55010986328125,-172.58486938476562,0.9820583561018297,1.0
305.0966808241134,-172.44427490234375,-172.482421875,-172.53883361816406,-172.37315368652344,-172.53927612304688,-172.4638671875,-172.43589782714844,-172.53280639648438,-172.45565795898438,-172.42947387695312,1.025345548117271,1.0
305.14668096300267,-172.6018524169922,-172.40814208984375,-172.65745544433594,-172.62252807617188,-172.4360809326172,-172.5444793701172,-172.501708984375,-172.48065185546875,-172.58901977539062,-172.51475524902344,1.0075962700279488,1.0
305.19668110189195,-172.2211151123047,-172.39610290527344,-172.3834686279297,-172.55606079101562,-172.3439483642578,-172.65023803710938,-172.39744567871094,-172.53970336914062,-172.38475036621094,-172.5113067626953,1.0421175402529115,1.0
305.25001458337385,-172.29441833496094,-172.3621368408203,-172.22650146484375,-172.5059356689453,-172.34417724609375,-172.39576721191406,-172.3002471923828,-172.65235900878906,-172.37318420410156,-172.615478515625,1.0231497379674608,1.0
305.30001472226314,-172.43991088867188,-172.3745880126953,-172.48367309570312,-172.4525909423828,-172.5889892578125,-172.55763244628906,-172.34217834472656,-172.5981903076172,-172.48574829101562,-172.38363647460938,1.002746408440935,1.0
305.3500148611524,-172.57077026367188,-172.64981079101562,-172.3580780029297,-172.60409545898438,-172.41676330566406,-172.5084228515625,-172.25704956054688,-172.61766052246094,-172.6894073486328,-172.50103759765625,1.030011194105582,1.0
305.40001500004166,-172.39454650878906,-172.57846069335938,-172.38279724121094,-172.26332092285156,-172.23187255859375,-172.55712890625,-172.3172149658203,-172.40713500976562,-172.39407348632812,-172.49447631835938,0.9608142466151767,1.0
305.45334848152356,-172.57601928710938,-172.56109619140625,-172.30247497558594,-172.52902221679688,-172.38970947265625,-172.302734375,-172.5133056640625,-172.40841674804688,-172.51779174804688,-172.39236450195312,1.0061782313639538,1.0
305.50334862041285,-172.27992248535156,-172.3162078857422,-172.3424835205078,-172.35894775390625,-172.60450744628906,-172.49961853027344,-172.38980102539062,-172.48587036132812,-172.40310668945312,-172.4470977783203,1.026170100444918,1.0
305.5533487593021,-172.43479919433594,-172.5304412841797,-172.45050048828125,-172.4126739501953,-172.51821899414062,-172.4231719970703,-172.2645721435547,-172.3446502685547,-172.3433074951172,-172.3732147216797,0.9795756162138214,1.0
305.606682240784,-172.2605438232422,-172.4609832763672,-172.2228240966797,-172.55743408203125,-172.5674285888672,-172.41160583496094,-172.44651794433594,-172.29664611816406,-172.39527893066406,-172.55093383789062,0.9687055002116959,1.0
305.65668237967327,-172.55348205566406,-172.59535217285156,-172.3193817138672,-172.50137329101562,-172.33860778808594,-172.40982055664062,-172.3712158203125,-172.58651733398438,-172.52565002441406,-172.51182556152344,1.0213175479351682,1.0
305.70668251856256,-172.4818115234375,-172.58551025390625,-172.50872802734375,-172.45785522460938,-172.49624633789062,-172.3482666015625,-172.34349060058594,-172.46340942382812,-172.5035400390625,-172.5115203857422,0.9780521203363166,1.0
305.75668265745185,-172.3154296875,-172.28831481933594,-172.291748046875,-172.44998168945312,-172.29576110839844,-172.25804138183594,-172.39669799804688,-172.41615295410156,-172.43800354003906,-172.4418182373047,0.9617070063535688,1.0
305.81001613893375,-172.50244140625,-172.36990356445312,-172.31436157226562,-172.5570068359375,-172.3751220703125,-172.54702758789062,-172.57986450195312,-172.5625762939453,-172.3745574951172,-172.3145751953125,1.042786657147105,1.0
305.860016277823,-172.19171142578125,-172.35585021972656,-172.3913116455078,-172.35739135742188,-172.4932403564453,-172.4816131591797,-172.52749633789062,-172.45065307617188,-172.33370971679688,-172.57470703125,0.9718611545046426,1.0
305.91001641671227,-172.44949340820312,-172.3348388671875,-172.49610900878906,-172.38645935058594,-172.36502075195312,-172.4754638671875,-172.39537048339844,-172.63070678710938,-172.32542419433594,-172.51589965820312,0.9760383317631997,1.0
305.96334989819417,-172.3942413330078,-172.38265991210938,-172.51934814453125,-172.4186553955078,-172.44297790527344,-172.4324493408203,-172.50437927246094,-172.40640258789062,-172.43820190429688,-172.40965270996094,1.0124618083381056,1.0
306.01335003708346,-172.44100952148438,-172.44845581054688,-172.42469787597656,-172.4674072265625,-172.38998413085938,-172.46575927734375,-172.46737670898438,-172.35174560546875,-172.59788513183594,-172.36575317382812,0.9623610476945054,1.0
306.0633501759727,-172.53038024902344,-172.27862548828125,-172.47323608398438,-172.59498596191406,-172.41917419433594,-172.50344848632812,-172.2572784423828,-172.46109008789062,-172.49478149414062,-172.37010192871094,1.0201212654821474,1.0
306.1166836574546,-172.30462646484375,-172.43643188476562,-172.4986114501953,-172.5266571044922,-172.4327850341797,-172.44424438476562,-172.31597900390625,-172.46585083007812,-172.55703735351562,-172.39768981933594,1.009040720120484,1.0
306.1666837963439,-172.3447723388672,-172.56544494628906,-172.35740661621094,-172.46603393554688,-172.45895385742188,-172.5257568359375,-172.36106872558594,-172.485107421875,-172.3606719970703,-172.46890258789062,1.0043795829381608,1.0
306.21668393523316,-172.3968505859375,-172.4602508544922,-172.41064453125,-172.45126342773438,-172.3621368408203,-172.4338836669922,-172.47271728515625,-172.55331420898438,-172.60333251953125,-172.41424560546875,1.019254657393453,1.0
306.27001741671506,-172.39474487304688,-172.41998291015625,-172.4413299560547,-172.25750732421875,-172.32752990722656,-172.53756713867188,-172.27606201171875,-172.5256805419922,-172.3636932373047,-172.29248046875,0.986715438096472,1.0
